order number,date,meat,cheese,sides,toppings,sauce
1-69,2024-06-01,"Pulled Pork, Ham, Brisket, Bacon","Pepper Jack, Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Bell Peppers, Broccoli, Onions, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
1-71,2024-06-01,"Brisket, Bacon","Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan",Ranch
1-72,2024-06-01,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
1-73,2024-06-01,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
1-74,2024-06-01,"Brisket, Grilled Chicken","Cheddar, Alfredo",Garlic Bread,"Breadcrumbs, Parmesan, Broccoli","Buffalo, Ranch, Garlic Parmesan"
1-75,2024-06-01,Bacon,"Pepper Jack, Cheddar",NA,"Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn, Parmesan","Buffalo, Ranch, Hot Honey, Garlic Parmesan"
1-78,2024-06-01,NA,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,Mushrooms,"Buffalo, Garlic Parmesan"
1-79,2024-06-01,"Pulled Pork, Ham, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Bell Peppers","Buffalo, Ranch"
1-76,2024-06-01,Bacon,MIX,NA,NA,NA
2-2,2024-06-02,"Pulled Pork, Brisket, Grilled Chicken","Cheddar, Pepper Jack",Cheesecake,"Breadcrumbs, Bell Peppers, Broccoli, Onions, Mushrooms, Corn, Parmesan",BBQ
2-3,2024-06-02,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Corn, Parmesan",Pesto
2-4,2024-06-02,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
2-5,2024-06-02,Pulled Pork,"Cheddar, Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
2-9,2024-06-02,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
2-8,2024-06-02,"Brisket, Grilled Chicken",Cheddar,NA,"Corn, Onions, Broccoli",BBQ
2-6,2024-06-02,Brisket,Pepper Jack,NA,"Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan","BBQ, Pesto, Garlic Parmesan"
2-7,2024-06-02,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Bell Peppers",Hot Honey
2-11,2024-06-02,Pulled Pork,Cheddar,NA,"Mushrooms, Bell Peppers, Broccoli","Ranch, Garlic Parmesan"
2-13,2024-06-02,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli",Hot Honey
2-12,2024-06-02,Pulled Pork,Alfredo,Cheesy Garlic Bread,Mushrooms,Garlic Parmesan
2-15,2024-06-02,"Pulled Pork, Brisket",Pepper Jack,NA,"Breadcrumbs, Broccoli, Bell Peppers, Onions, Parmesan","Buffalo, BBQ, Ranch"
2-17,2024-06-02,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,NA,Buffalo
2-16,2024-06-02,Grilled Chicken,Melted Cheddar,NA,Onions,Buffalo
2-21,2024-06-02,Bacon,Pepper Jack,NA,"Breadcrumbs, Parmesan, Onions",Garlic Parmesan
2-20,2024-06-02,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Bell Peppers","Buffalo, Garlic Parmesan"
2-22,2024-06-02,"Brisket, Bacon",Cheddar,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Parmesan, Onions","BBQ, Garlic Parmesan"
2-23,2024-06-02,"Brisket, Grilled Chicken",Cheddar,Garlic Bread,NA,"Ranch, Garlic Parmesan"
2-24,2024-06-02,Ham,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan, Broccoli","Pesto, Garlic Parmesan"
2-25,2024-06-02,Brisket,Pepper Jack,NA,"Onions, Bell Peppers",BBQ
2-26,2024-06-02,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Bell Peppers","Ranch, BBQ"
2-29,2024-06-02,NA,Alfredo,Cheesy Garlic Bread,Parmesan,Pesto
2-30,2024-06-02,"Brisket, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Onions, Mushrooms, Corn, Parmesan","Ranch, Hot Honey, Garlic Parmesan"
2-32,2024-06-02,Bacon,Cheddar,NA,Mushrooms,"Buffalo, BBQ"
2-33,2024-06-02,Grilled Chicken,Cheddar,Cheesecake,"Breadcrumbs, Corn, Parmesan, Bell Peppers",Buffalo
2-35,2024-06-02,Grilled Chicken,"Melted Pepper Jack, Pepper Jack",NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers","Buffalo, Garlic Parmesan"
2-36,2024-06-02,"Brisket, Grilled Chicken",Pepper Jack,NA,"Breadcrumbs, Parmesan","Ranch, BBQ, Garlic Parmesan"
2-37,2024-06-02,Bacon,Melted Parmesan,Cheesecake,"Breadcrumbs, Mushrooms","Ranch, Hot Honey"
2-38,2024-06-02,NA,NA,Side Mac,NA,NA
2-41,2024-06-02,NA,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Mushrooms, Parmesan","Buffalo, BBQ, Hot Honey"
2-43,2024-06-02,NA,Cheddar,NA,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
2-44,2024-06-02,"Pulled Pork, Brisket","Cheddar, Melted Cheddar, Pepper Jack Mac",NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers","Ranch, Garlic Parmesan"
2-45,2024-06-02,Bacon,Alfredo,NA,"Mushrooms, Onions, Bell Peppers",Hot Honey
2-46,2024-06-02,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan",NA
2-47,2024-06-02,NA,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Pineapple, Onions, Mushrooms, Corn, Parmesan",Garlic Parmesan
2-48,2024-06-02,Grilled Chicken,"Pepper Jack, Melted Pepper Jack","Garlic Bread, Cheetos",Breadcrumbs,BBQ
2-49,2024-06-02,Pulled Pork,Cheddar,NA,"Breadcrumbs, Onions, Bell Peppers","Hot Honey, Garlic Parmesan"
2-50,2024-06-02,"Ham, Grilled Chicken","Pepper Jack, Cheddar",NA,"Parmesan, Bell Peppers",Hot Honey
2-52,2024-06-02,Grilled Chicken,Melted Pepper Jack,NA,"Parmesan, Bell Peppers","Buffalo, Garlic Parmesan"
2-54,2024-06-02,"Bacon, Grilled Chicken",Alfredo,Cheesecake,NA,NA
2-53,2024-06-02,NA,Cheddar,Cheesecake,NA,NA
2-55,2024-06-02,NA,Cheddar,NA,"Mushrooms, Parmesan, Onions, Bell Peppers",Garlic Parmesan
2-56,2024-06-02,Grilled Chicken,Cheddar,NA,"Parmesan, Bell Peppers, Onions, Broccoli",Garlic Parmesan
2-57,2024-06-02,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Bell Peppers, Onions, Broccoli",BBQ
2-59,2024-06-02,Bacon,Cheddar,Garlic Bread,NA,NA
2-58,2024-06-02,Pulled Pork,"Alfredo Mac, Melted Parmesan",Any Bag Of Chips,Broccoli,Ranch
2-60,2024-06-02,"Brisket, Ham, Bacon, Grilled Chicken","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Broccoli","Buffalo, Ranch, Hot Honey, Garlic Parmesan"
2-61,2024-06-02,NA,NA,Cheesecake,NA,NA
2-63,2024-06-02,Pulled Pork,Cheddar,NA,Onions,BBQ
2-64,2024-06-02,Grilled Chicken,Cheddar,NA,Onions,Garlic Parmesan
2-65,2024-06-02,NA,MIX,NA,Parmesan,Garlic Parmesan
2-70,2024-06-02,"Brisket, Grilled Chicken","Pepper Jack, Alfredo","Lays Barbecue, Cheesy Garlic Bread","Breadcrumbs, Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan",Garlic Parmesan
2-68,2024-06-02,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers","Hot Honey, Garlic Parmesan"
2-69,2024-06-02,"Brisket, Grilled Chicken",Pepper Jack,Cheesecake,"Breadcrumbs, Bell Peppers, Pineapple, Onions, Mushrooms, Parmesan","Buffalo, Hot Honey, Garlic Parmesan"
2-72,2024-06-02,Brisket,Cheddar,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Parmesan, Onions",Garlic Parmesan
2-73,2024-06-02,Bacon,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
2-71,2024-06-02,Brisket,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Broccoli, Pineapple, Onions, Mushrooms, Parmesan","BBQ, Garlic Parmesan"
2-75,2024-06-02,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Bell Peppers, Broccoli",Garlic Parmesan
2-76,2024-06-02,Grilled Chicken,Cheddar,NA,Breadcrumbs,Garlic Parmesan
2-77,2024-06-02,Brisket,Cheddar,NA,"Bell Peppers, Broccoli",NA
2-78,2024-06-02,Brisket,"Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Parmesan, Bell Peppers","Ranch, BBQ"
2-79,2024-06-02,"Bacon, Grilled Chicken",Alfredo,NA,NA,BBQ
2-80,2024-06-02,"Brisket, Grilled Chicken",Cheddar,NA,Parmesan,"Buffalo, BBQ"
2-81,2024-06-02,Grilled Chicken,"Cheddar, Alfredo",Garlic Bread,"Pineapple, Onions, Broccoli","BBQ, Garlic Parmesan"
2-82,2024-06-02,NA,"Cheddar, Melted Cheddar",Side Mac,Parmesan,Garlic Parmesan
2-83,2024-06-02,Brisket,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
2-85,2024-06-02,Bacon,Cheddar,Garlic Bread,"Mushrooms, Parmesan, Onions, Broccoli",NA
2-84,2024-06-02,Bacon,Cheddar,Garlic Bread,NA,Buffalo
2-86,2024-06-02,NA,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Bell Peppers",Garlic Parmesan
2-87,2024-06-02,"Brisket, Grilled Chicken","Cheddar, Alfredo",Cheesy Garlic Bread,Parmesan,BBQ
3-2,2024-06-03,NA,Cheddar,Garlic Bread,Broccoli,NA
3-5,2024-06-03,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions",Garlic Parmesan
3-6,2024-06-03,"Brisket, Bacon","Melted Pepper Jack, Cheddar",NA,"Mushrooms, Parmesan, Broccoli, Bell Peppers","Buffalo, Ranch"
3-9,2024-06-03,Bacon,Pepper Jack,NA,"Breadcrumbs, Mushrooms, Parmesan, Broccoli",Garlic Parmesan
3-8,2024-06-03,Brisket,Alfredo,NA,"Bell Peppers, Broccoli, Pineapple, Onions, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
3-10,2024-06-03,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Onions, Mushrooms, Parmesan",BBQ
3-11,2024-06-03,"Pulled Pork, Brisket",Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Onions, Mushrooms, Parmesan",Ranch
3-12,2024-06-03,NA,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions",Hot Honey
3-13,2024-06-03,"Pulled Pork, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Pineapple, Parmesan","Ranch, BBQ"
3-14,2024-06-03,Brisket,Cheddar,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Parmesan",Garlic Parmesan
3-15,2024-06-03,Grilled Chicken,Alfredo,NA,"Pineapple, Parmesan",NA
3-16,2024-06-03,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,NA
3-17,2024-06-03,"Pulled Pork, Bacon",Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
3-18,2024-06-03,Pulled Pork,Melted Cheddar,NA,Bell Peppers,BBQ
3-19,2024-06-03,Grilled Chicken,Cheddar,NA,Onions,"Buffalo, Ranch"
3-20,2024-06-03,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Bell Peppers","Buffalo, Ranch"
3-21,2024-06-03,"Pulled Pork, Bacon",Melted Cheddar,Cheesy Garlic Bread,Onions,BBQ
3-22,2024-06-03,NA,Cheddar,NA,"Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan",NA
3-25,2024-06-03,Brisket,Cheddar,NA,"Breadcrumbs, Bell Peppers, Broccoli, Pineapple, Onions, Parmesan",BBQ
3-24,2024-06-03,Brisket,Cheddar,NA,"Bell Peppers, Broccoli, Pineapple, Onions, Parmesan","BBQ, Hot Honey"
3-23,2024-06-03,Pulled Pork,"Melted Pepper Jack, Cheddar",NA,Parmesan,BBQ
3-27,2024-06-03,Brisket,Alfredo,NA,"Breadcrumbs, Pineapple, Parmesan, Onions","Ranch, BBQ"
3-28,2024-06-03,"Bacon, Grilled Chicken",Pepper Jack,NA,"Breadcrumbs, Parmesan, Onions, Broccoli","Buffalo, Hot Honey, Garlic Parmesan"
3-29,2024-06-03,Brisket,Cheddar,NA,Broccoli,NA
3-30,2024-06-03,Pulled Pork,Alfredo,NA,"Breadcrumbs, Mushrooms, Bell Peppers, Broccoli",NA
3-34,2024-06-03,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Onions, Mushrooms, Parmesan",Garlic Parmesan
3-33,2024-06-03,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan","Buffalo, Hot Honey"
3-32,2024-06-03,Brisket,Cheddar,NA,"Breadcrumbs, Mushrooms, Parmesan","BBQ, Hot Honey"
3-35,2024-06-03,Brisket,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,BBQ
3-36,2024-06-03,NA,Pepper Jack,NA,"Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan",Garlic Parmesan
3-37,2024-06-03,Brisket,"Alfredo Mac, Melted Cheddar, Cheddar",NA,"Parmesan, Broccoli","Ranch, Garlic Parmesan"
3-39,2024-06-03,"Pulled Pork, Brisket, Bacon",Pepper Jack,Cheesecake,"Bell Peppers, Onions, Broccoli",Garlic Parmesan
3-40,2024-06-03,"Pulled Pork, Bacon, Grilled Chicken","Cheddar, Pepper Jack",Any Bag Of Chips,"Breadcrumbs, Pineapple, Parmesan, Onions","Buffalo, Ranch, BBQ"
3-41,2024-06-03,Grilled Chicken,"Pepper Jack, Alfredo","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Parmesan","Ranch, Hot Honey, Garlic Parmesan"
3-42,2024-06-03,"Ham, Grilled Chicken","Pepper Jack, Cheddar",NA,"Breadcrumbs, Parmesan, Broccoli","Ranch, Garlic Parmesan"
3-44,2024-06-03,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Broccoli",BBQ
3-43,2024-06-03,Ham,Cheddar,Cheesy Garlic Bread,Mushrooms,Garlic Parmesan
3-38,2024-06-03,"Brisket, Bacon",MIX,Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli, Pineapple, Onions","Ranch, Hot Honey, Garlic Parmesan"
3-46,2024-06-03,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Pineapple, Onions",BBQ
3-48,2024-06-03,"Brisket, Bacon, Grilled Chicken","Pepper Jack, Cheddar","Cheesy Garlic Bread, Side Mac","Parmesan, Onions","Buffalo, Garlic Parmesan"
3-49,2024-06-03,"Brisket, Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Bell Peppers, Onions, Broccoli",Garlic Parmesan
3-50,2024-06-03,Grilled Chicken,"Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan",NA
3-52,2024-06-03,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Broccoli",Garlic Parmesan
3-56,2024-06-03,Pulled Pork,Pepper Jack,NA,"Onions, Bell Peppers",BBQ
3-54,2024-06-03,Grilled Chicken,"Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan","Ranch, Hot Honey"
3-57,2024-06-03,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli, Onions, Parmesan","Buffalo, Ranch"
3-58,2024-06-03,"Bacon, Grilled Chicken","Melted Pepper Jack, Pepper Jack, Cheddar",Doritos,"Mushrooms, Onions, Bell Peppers","Buffalo, Ranch"
3-59,2024-06-03,"Bacon, Grilled Chicken","Cheddar, Melted Cheddar, Alfredo, Cheddar Mac",Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan","Ranch, Garlic Parmesan"
3-61,2024-06-03,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Onions, Bell Peppers",Garlic Parmesan
3-63,2024-06-03,"Pulled Pork, Bacon",Cheddar,Cheesy Garlic Bread,Breadcrumbs,"Hot Honey, Garlic Parmesan"
3-64,2024-06-03,Bacon,Cheddar,NA,"Breadcrumbs, Mushrooms, Onions","Ranch, Hot Honey"
3-65,2024-06-03,"Ham, Grilled Chicken",Melted Pepper Jack,Side Mac,Parmesan,Hot Honey
3-68,2024-06-03,Bacon,Cheddar,"Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Bell Peppers, Pineapple, Onions, Parmesan",Garlic Parmesan
3-67,2024-06-03,"Bacon, Grilled Chicken","Cheddar, Alfredo","Cheesy Garlic Bread, Any Bag Of Chips","Breadcrumbs, Mushrooms, Pineapple, Parmesan",Garlic Parmesan
3-69,2024-06-03,Grilled Chicken,"Alfredo Mac, Melted Parmesan",NA,"Mushrooms, Onions",Garlic Parmesan
4-3,2024-06-04,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli",Hot Honey
4-4,2024-06-04,Grilled Chicken,Cheddar,NA,"Mushrooms, Broccoli",Buffalo
4-5,2024-06-04,"Ham, Bacon",Cheddar,Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan",Garlic Parmesan
4-7,2024-06-04,"Bacon, Grilled Chicken",Cheddar,NA,Parmesan,BBQ
4-8,2024-06-04,Pulled Pork,Cheddar,NA,NA,BBQ
4-9,2024-06-04,"Ham, Grilled Chicken","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions","Pesto, Garlic Parmesan"
4-10,2024-06-04,"Pulled Pork, Brisket, Bacon","Cheddar, Alfredo",NA,"Breadcrumbs, Pineapple, Parmesan, Broccoli","Pesto, Garlic Parmesan"
4-11,2024-06-04,"Pulled Pork, Bacon",Cheddar,NA,Breadcrumbs,Ranch
4-14,2024-06-04,"Brisket, Bacon",Cheddar,NA,NA,NA
4-17,2024-06-04,Brisket,Pepper Jack,NA,Parmesan,Buffalo
4-12,2024-06-04,"Brisket, Bacon",Pepper Jack,NA,Breadcrumbs,BBQ
4-15,2024-06-04,Brisket,Pepper Jack,Garlic Bread,"Breadcrumbs, Mushrooms",BBQ
4-18,2024-06-04,"Bacon, Grilled Chicken",Alfredo,NA,"Breadcrumbs, Parmesan","Ranch, Hot Honey, Garlic Parmesan"
4-19,2024-06-04,"Pulled Pork, Brisket","Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan","BBQ, Hot Honey"
4-22,2024-06-04,Pulled Pork,Cheddar,Garlic Bread,NA,BBQ
4-20,2024-06-04,Grilled Chicken,Alfredo,Garlic Bread,Parmesan,Pesto
4-21,2024-06-04,Grilled Chicken,Cheddar,"Cheesy Garlic Bread, Cheesecake",NA,"Buffalo, Ranch"
4-23,2024-06-04,Bacon,Pepper Jack,Side Mac,"Breadcrumbs, Parmesan, Onions, Broccoli","Hot Honey, Garlic Parmesan"
4-24,2024-06-04,Bacon,Cheddar,Any Bag Of Chips,Parmesan,Buffalo
4-25,2024-06-04,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
4-26,2024-06-04,Brisket,Cheddar,Cheesy Garlic Bread,NA,Buffalo
4-28,2024-06-04,Pulled Pork,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Pineapple, Onions, Mushrooms, Parmesan",Garlic Parmesan
4-27,2024-06-04,Grilled Chicken,"Alfredo Mac, Melted Cheddar",Garlic Bread,"Onions, Broccoli",BBQ
4-29,2024-06-04,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Parmesan,NA
4-30,2024-06-04,NA,"Melted Parmesan, Cheddar Mac",NA,"Mushrooms, Onions","BBQ, Pesto"
4-31,2024-06-04,"Brisket, Grilled Chicken","Pepper Jack, Alfredo",NA,"Breadcrumbs, Parmesan","Buffalo, BBQ, Ranch"
